"Plot Title: 11009652"
"#","Date Time, GMT-06:00","DO conc, mg/L (LGR S/N: 11009652, SEN S/N: 11009652, LBL: DO)","Temp, °F (LGR S/N: 11009652, SEN S/N: 11009652, LBL: Temp)","Coupler Attached (LGR S/N: 11009652)","Coupler Detached (LGR S/N: 11009652)","Host Connected (LGR S/N: 11009652)","Stopped (LGR S/N: 11009652)","End Of File (LGR S/N: 11009652)"
2691,01/14/22 01:00:00 PM,4.47,37.11,,,,,
2692,01/14/22 01:30:00 PM,4.44,37.11,,,,,
2693,01/14/22 02:00:00 PM,4.47,37.11,,,,,
2694,01/14/22 02:30:00 PM,4.49,37.04,,,,,
2695,01/14/22 03:00:00 PM,4.54,37.04,,,,,
2696,01/14/22 03:30:00 PM,4.47,37.04,,,,,
2697,01/14/22 04:00:00 PM,4.53,37.08,,,,,
2698,01/14/22 04:30:00 PM,4.56,37.04,,,,,
2699,01/14/22 05:00:00 PM,4.54,37.00,,,,,
2700,01/14/22 05:30:00 PM,4.53,37.00,,,,,
2701,01/14/22 06:00:00 PM,4.58,37.04,,,,,
2702,01/14/22 06:30:00 PM,4.59,37.04,,,,,
2703,01/14/22 07:00:00 PM,4.62,37.04,,,,,
2704,01/14/22 07:30:00 PM,4.65,37.04,,,,,
2705,01/14/22 08:00:00 PM,4.63,37.00,,,,,
2706,01/14/22 08:30:00 PM,4.62,37.04,,,,,
2707,01/14/22 09:00:00 PM,4.65,37.04,,,,,
2708,01/14/22 09:30:00 PM,4.54,37.04,,,,,
2709,01/14/22 10:00:00 PM,4.63,37.04,,,,,
2710,01/14/22 10:30:00 PM,4.56,37.04,,,,,
2711,01/14/22 11:00:00 PM,4.63,37.04,,,,,
2712,01/14/22 11:30:00 PM,4.66,37.04,,,,,
2713,01/15/22 12:00:00 AM,4.60,37.04,,,,,
2714,01/15/22 12:30:00 AM,4.68,37.04,,,,,
2715,01/15/22 01:00:00 AM,4.70,37.04,,,,,
2716,01/15/22 01:30:00 AM,4.68,37.04,,,,,
2717,01/15/22 02:00:00 AM,4.65,37.04,,,,,
2718,01/15/22 02:30:00 AM,4.77,37.04,,,,,
2719,01/15/22 03:00:00 AM,4.71,37.04,,,,,
2720,01/15/22 03:30:00 AM,4.78,37.04,,,,,
2721,01/15/22 04:00:00 AM,4.83,37.04,,,,,
2722,01/15/22 04:30:00 AM,4.90,37.04,,,,,
2723,01/15/22 05:00:00 AM,4.92,37.04,,,,,
2724,01/15/22 05:30:00 AM,4.84,37.04,,,,,
2725,01/15/22 06:00:00 AM,4.83,37.04,,,,,
2726,01/15/22 06:30:00 AM,4.85,37.04,,,,,
2727,01/15/22 07:00:00 AM,4.90,37.04,,,,,
2728,01/15/22 07:30:00 AM,4.86,37.04,,,,,
2729,01/15/22 08:00:00 AM,4.78,37.00,,,,,
2730,01/15/22 08:30:00 AM,4.76,37.00,,,,,
2731,01/15/22 09:00:00 AM,4.62,37.00,,,,,
2732,01/15/22 09:30:00 AM,4.70,37.00,,,,,
2733,01/15/22 10:00:00 AM,4.66,37.00,,,,,
2734,01/15/22 10:30:00 AM,4.67,37.00,,,,,
2735,01/15/22 11:00:00 AM,4.65,36.97,,,,,
2736,01/15/22 11:30:00 AM,4.57,36.97,,,,,
2737,01/15/22 12:00:00 PM,4.63,36.97,,,,,
2738,01/15/22 12:30:00 PM,4.57,36.93,,,,,
2739,01/15/22 01:00:00 PM,4.68,36.93,,,,,
2740,01/15/22 01:30:00 PM,4.67,36.90,,,,,
2741,01/15/22 02:00:00 PM,4.61,36.93,,,,,
2742,01/15/22 02:30:00 PM,4.63,36.90,,,,,
2743,01/15/22 03:00:00 PM,4.63,36.86,,,,,
2744,01/15/22 03:30:00 PM,4.68,36.82,,,,,
2745,01/15/22 04:00:00 PM,4.61,36.82,,,,,
2746,01/15/22 04:30:00 PM,4.67,36.82,,,,,
2747,01/15/22 05:00:00 PM,4.71,36.82,,,,,
2748,01/15/22 05:30:00 PM,4.70,36.86,,,,,
2749,01/15/22 06:00:00 PM,4.71,36.86,,,,,
2750,01/15/22 06:30:00 PM,4.76,36.86,,,,,
2751,01/15/22 07:00:00 PM,4.81,36.86,,,,,
2752,01/15/22 07:30:00 PM,4.89,36.86,,,,,
2753,01/15/22 08:00:00 PM,5.06,36.90,,,,,
2754,01/15/22 08:30:00 PM,4.90,36.86,,,,,
2755,01/15/22 09:00:00 PM,4.90,36.82,,,,,
2756,01/15/22 09:30:00 PM,5.01,36.86,,,,,
2757,01/15/22 10:00:00 PM,5.01,36.86,,,,,
2758,01/15/22 10:30:00 PM,4.97,36.82,,,,,
2759,01/15/22 11:00:00 PM,4.95,36.86,,,,,
2760,01/15/22 11:30:00 PM,4.99,36.82,,,,,
2761,01/16/22 12:00:00 AM,4.97,36.86,,,,,
2762,01/16/22 12:30:00 AM,4.97,36.86,,,,,
2763,01/16/22 01:00:00 AM,4.96,36.86,,,,,
2764,01/16/22 01:30:00 AM,4.94,36.86,,,,,
2765,01/16/22 02:00:00 AM,4.90,36.86,,,,,
2766,01/16/22 02:30:00 AM,4.94,36.86,,,,,
2767,01/16/22 03:00:00 AM,4.84,36.86,,,,,
2768,01/16/22 03:30:00 AM,4.89,36.86,,,,,
2769,01/16/22 04:00:00 AM,4.87,36.86,,,,,
2770,01/16/22 04:30:00 AM,4.85,36.86,,,,,
2771,01/16/22 05:00:00 AM,4.87,36.86,,,,,
2772,01/16/22 05:30:00 AM,4.80,36.90,,,,,
2773,01/16/22 06:00:00 AM,4.83,36.90,,,,,
2774,01/16/22 06:30:00 AM,4.81,36.86,,,,,
2775,01/16/22 07:00:00 AM,4.79,36.86,,,,,
2776,01/16/22 07:30:00 AM,4.83,36.90,,,,,
2777,01/16/22 08:00:00 AM,4.80,36.86,,,,,
2778,01/16/22 08:30:00 AM,4.78,36.79,,,,,
2779,01/16/22 09:00:00 AM,4.74,36.82,,,,,
2780,01/16/22 09:30:00 AM,4.69,36.82,,,,,
2781,01/16/22 10:00:00 AM,4.78,36.82,,,,,
2782,01/16/22 10:30:00 AM,4.80,36.82,,,,,
2783,01/16/22 11:00:00 AM,4.79,36.82,,,,,
2784,01/16/22 11:30:00 AM,4.78,36.82,,,,,
2785,01/16/22 12:00:00 PM,4.77,36.86,,,,,
2786,01/16/22 12:30:00 PM,4.83,36.86,,,,,
2787,01/16/22 01:00:00 PM,4.81,36.86,,,,,
2788,01/16/22 01:30:00 PM,4.84,36.86,,,,,
2789,01/16/22 02:00:00 PM,4.72,36.82,,,,,
2790,01/16/22 02:30:00 PM,4.67,36.79,,,,,
2791,01/16/22 03:00:00 PM,4.68,36.79,,,,,
2792,01/16/22 03:30:00 PM,4.68,36.79,,,,,
2793,01/16/22 04:00:00 PM,4.68,36.79,,,,,
2794,01/16/22 04:30:00 PM,4.70,36.79,,,,,
2795,01/16/22 05:00:00 PM,4.68,36.79,,,,,
2796,01/16/22 05:30:00 PM,4.67,36.75,,,,,
2797,01/16/22 06:00:00 PM,4.72,36.72,,,,,
2798,01/16/22 06:30:00 PM,4.67,36.75,,,,,
2799,01/16/22 07:00:00 PM,4.68,36.75,,,,,
2800,01/16/22 07:30:00 PM,4.66,36.75,,,,,
2801,01/16/22 08:00:00 PM,4.71,36.72,,,,,
2802,01/16/22 08:30:00 PM,4.77,36.72,,,,,
2803,01/16/22 09:00:00 PM,4.75,36.72,,,,,
2804,01/16/22 09:30:00 PM,4.68,36.72,,,,,
2805,01/16/22 10:00:00 PM,4.69,36.72,,,,,
2806,01/16/22 10:30:00 PM,4.65,36.72,,,,,
2807,01/16/22 11:00:00 PM,4.63,36.75,,,,,
2808,01/16/22 11:30:00 PM,4.62,36.75,,,,,
2809,01/17/22 12:00:00 AM,4.62,36.75,,,,,
2810,01/17/22 12:30:00 AM,4.62,36.75,,,,,
2811,01/17/22 01:00:00 AM,4.54,36.75,,,,,
2812,01/17/22 01:30:00 AM,4.52,36.72,,,,,
2813,01/17/22 02:00:00 AM,4.60,36.72,,,,,
2814,01/17/22 02:30:00 AM,4.51,36.75,,,,,
2815,01/17/22 03:00:00 AM,4.56,36.75,,,,,
2816,01/17/22 03:30:00 AM,4.56,36.75,,,,,
2817,01/17/22 04:00:00 AM,4.50,36.72,,,,,
2818,01/17/22 04:30:00 AM,4.49,36.75,,,,,
2819,01/17/22 05:00:00 AM,4.35,36.72,,,,,
2820,01/17/22 05:30:00 AM,4.47,36.72,,,,,
2821,01/17/22 06:00:00 AM,4.43,36.72,,,,,
2822,01/17/22 06:30:00 AM,4.42,36.75,,,,,
2823,01/17/22 07:00:00 AM,4.43,36.75,,,,,
2824,01/17/22 07:30:00 AM,4.41,36.72,,,,,
2825,01/17/22 08:00:00 AM,4.38,36.72,,,,,
2826,01/17/22 08:30:00 AM,4.34,36.72,,,,,
2827,01/17/22 09:00:00 AM,4.27,36.72,,,,,
2828,01/17/22 09:30:00 AM,4.34,36.72,,,,,
2829,01/17/22 10:00:00 AM,4.25,36.72,,,,,
2830,01/17/22 10:30:00 AM,4.22,36.68,,,,,
2831,01/17/22 11:00:00 AM,4.18,36.68,,,,,
2832,01/17/22 11:30:00 AM,4.14,36.68,,,,,
2833,01/17/22 12:00:00 PM,4.21,36.68,,,,,
2834,01/17/22 12:30:00 PM,4.13,36.68,,,,,
2835,01/17/22 01:00:00 PM,4.14,36.68,,,,,
2836,01/17/22 01:30:00 PM,4.08,36.64,,,,,
2837,01/17/22 02:00:00 PM,4.07,36.64,,,,,
2838,01/17/22 02:30:00 PM,4.08,36.68,,,,,
2839,01/17/22 03:00:00 PM,4.07,36.64,,,,,
2840,01/17/22 03:30:00 PM,4.09,36.64,,,,,
2841,01/17/22 04:00:00 PM,4.08,36.64,,,,,
2842,01/17/22 04:30:00 PM,4.11,36.61,,,,,
2843,01/17/22 05:00:00 PM,4.09,36.61,,,,,
2844,01/17/22 05:30:00 PM,4.11,36.61,,,,,
2845,01/17/22 06:00:00 PM,4.08,36.61,,,,,
2846,01/17/22 06:30:00 PM,4.08,36.61,,,,,
2847,01/17/22 07:00:00 PM,4.12,36.61,,,,,
2848,01/17/22 07:30:00 PM,4.09,36.61,,,,,
2849,01/17/22 08:00:00 PM,4.08,36.61,,,,,
2850,01/17/22 08:30:00 PM,4.09,36.61,,,,,
2851,01/17/22 09:00:00 PM,4.12,36.61,,,,,
2852,01/17/22 09:30:00 PM,4.08,36.61,,,,,
2853,01/17/22 10:00:00 PM,4.07,36.61,,,,,
2854,01/17/22 10:30:00 PM,4.05,36.61,,,,,
2855,01/17/22 11:00:00 PM,4.11,36.61,,,,,
2856,01/17/22 11:30:00 PM,4.08,36.61,,,,,
2857,01/18/22 12:00:00 AM,4.12,36.64,,,,,
2858,01/18/22 12:30:00 AM,4.14,36.61,,,,,
2859,01/18/22 01:00:00 AM,4.07,36.64,,,,,
2860,01/18/22 01:30:00 AM,4.07,36.64,,,,,
2861,01/18/22 02:00:00 AM,4.06,36.64,,,,,
2862,01/18/22 02:30:00 AM,4.11,36.64,,,,,
2863,01/18/22 03:00:00 AM,4.04,36.64,,,,,
2864,01/18/22 03:30:00 AM,4.09,36.64,,,,,
2865,01/18/22 04:00:00 AM,4.13,36.64,,,,,
2866,01/18/22 04:30:00 AM,4.07,36.64,,,,,
2867,01/18/22 05:00:00 AM,4.11,36.64,,,,,
2868,01/18/22 05:30:00 AM,4.07,36.64,,,,,
2869,01/18/22 06:00:00 AM,4.06,36.64,,,,,
2870,01/18/22 06:30:00 AM,4.07,36.64,,,,,
2871,01/18/22 07:00:00 AM,4.05,36.64,,,,,
2872,01/18/22 07:30:00 AM,4.00,36.68,,,,,
2873,01/18/22 08:00:00 AM,4.02,36.68,,,,,
2874,01/18/22 08:30:00 AM,3.94,36.68,,,,,
2875,01/18/22 09:00:00 AM,3.90,36.68,,,,,
2876,01/18/22 09:30:00 AM,3.91,36.64,,,,,
2877,01/18/22 10:00:00 AM,3.95,36.64,,,,,
2878,01/18/22 10:30:00 AM,3.95,36.64,,,,,
2879,01/18/22 11:00:00 AM,3.91,36.61,,,,,
2880,01/18/22 11:30:00 AM,3.90,36.61,,,,,
2881,01/18/22 12:00:00 PM,3.87,36.64,,,,,
2882,01/18/22 12:30:00 PM,3.82,36.64,,,,,
2883,01/18/22 01:00:00 PM,3.80,36.64,,,,,
2884,01/18/22 01:30:00 PM,3.84,36.61,,,,,
2885,01/18/22 02:00:00 PM,3.85,36.61,,,,,
2886,01/18/22 02:30:00 PM,3.84,36.61,,,,,
2887,01/18/22 03:00:00 PM,3.81,36.57,,,,,
2888,01/18/22 03:30:00 PM,3.82,36.57,,,,,
2889,01/18/22 04:00:00 PM,3.85,36.57,,,,,
2890,01/18/22 04:30:00 PM,3.80,36.54,,,,,
2891,01/18/22 05:00:00 PM,3.86,36.54,,,,,
2892,01/18/22 05:30:00 PM,3.87,36.54,,,,,
2893,01/18/22 06:00:00 PM,3.81,36.50,,,,,
2894,01/18/22 06:30:00 PM,3.90,36.50,,,,,
2895,01/18/22 07:00:00 PM,3.88,36.54,,,,,
2896,01/18/22 07:30:00 PM,3.96,36.54,,,,,
2897,01/18/22 08:00:00 PM,4.18,36.50,,,,,
2898,01/18/22 08:30:00 PM,4.11,36.54,,,,,
2899,01/18/22 09:00:00 PM,4.22,36.54,,,,,
2900,01/18/22 09:30:00 PM,4.20,36.54,,,,,
2901,01/18/22 10:00:00 PM,4.35,36.54,,,,,
2902,01/18/22 10:30:00 PM,4.35,36.54,,,,,
2903,01/18/22 11:00:00 PM,4.34,36.54,,,,,
2904,01/18/22 11:30:00 PM,4.29,36.54,,,,,
2905,01/19/22 12:00:00 AM,4.24,36.54,,,,,
2906,01/19/22 12:30:00 AM,4.24,36.57,,,,,
2907,01/19/22 01:00:00 AM,4.24,36.54,,,,,
2908,01/19/22 01:30:00 AM,4.15,36.54,,,,,
2909,01/19/22 02:00:00 AM,4.14,36.57,,,,,
2910,01/19/22 02:30:00 AM,4.02,36.57,,,,,
2911,01/19/22 03:00:00 AM,3.97,36.54,,,,,
2912,01/19/22 03:30:00 AM,3.91,36.57,,,,,
2913,01/19/22 04:00:00 AM,3.91,36.57,,,,,
2914,01/19/22 04:30:00 AM,3.88,36.57,,,,,
2915,01/19/22 05:00:00 AM,3.78,36.54,,,,,
2916,01/19/22 05:30:00 AM,3.80,36.54,,,,,
2917,01/19/22 06:00:00 AM,3.78,36.57,,,,,
2918,01/19/22 06:30:00 AM,3.77,36.54,,,,,
2919,01/19/22 07:00:00 AM,3.66,36.50,,,,,
2920,01/19/22 07:30:00 AM,3.55,36.50,,,,,
2921,01/19/22 08:00:00 AM,3.57,36.54,,,,,
2922,01/19/22 08:30:00 AM,3.45,36.50,,,,,
2923,01/19/22 09:00:00 AM,3.40,36.50,,,,,
2924,01/19/22 09:30:00 AM,3.36,36.50,,,,,
2925,01/19/22 10:00:00 AM,3.39,36.46,,,,,
2926,01/19/22 10:30:00 AM,3.33,36.46,,,,,
2927,01/19/22 11:00:00 AM,3.39,36.46,,,,,
2928,01/19/22 11:30:00 AM,3.43,36.39,,,,,
2929,01/19/22 12:00:00 PM,3.34,36.43,,,,,
2930,01/19/22 12:30:00 PM,3.42,36.39,,,,,
2931,01/19/22 01:00:00 PM,3.49,36.39,,,,,
2932,01/19/22 01:30:00 PM,3.59,36.36,,,,,
2933,01/19/22 02:00:00 PM,3.72,36.36,,,,,
2934,01/19/22 02:30:00 PM,3.70,36.36,,,,,
2935,01/19/22 03:00:00 PM,3.73,36.32,,,,,
2936,01/19/22 03:30:00 PM,3.71,36.32,,,,,
2937,01/19/22 04:00:00 PM,3.67,36.32,,,,,
2938,01/19/22 04:30:00 PM,3.64,36.28,,,,,
2939,01/19/22 05:00:00 PM,3.77,36.25,,,,,
2940,01/19/22 05:30:00 PM,3.72,36.28,,,,,
2941,01/19/22 06:00:00 PM,3.68,36.28,,,,,
2942,01/19/22 06:30:00 PM,3.71,36.28,,,,,
2943,01/19/22 07:00:00 PM,3.81,36.28,,,,,
2944,01/19/22 07:30:00 PM,3.80,36.25,,,,,
2945,01/19/22 08:00:00 PM,3.70,36.28,,,,,
2946,01/19/22 08:30:00 PM,3.69,36.28,,,,,
2947,01/19/22 09:00:00 PM,3.75,36.25,,,,,
2948,01/19/22 09:30:00 PM,3.61,36.28,,,,,
2949,01/19/22 10:00:00 PM,3.78,36.25,,,,,
2950,01/19/22 10:30:00 PM,3.72,36.25,,,,,
2951,01/19/22 11:00:00 PM,3.71,36.25,,,,,
2952,01/19/22 11:30:00 PM,3.69,36.25,,,,,
2953,01/20/22 12:00:00 AM,3.69,36.25,,,,,
2954,01/20/22 12:30:00 AM,3.69,36.25,,,,,
2955,01/20/22 01:00:00 AM,3.64,36.25,,,,,
2956,01/20/22 01:30:00 AM,3.63,36.28,,,,,
2957,01/20/22 02:00:00 AM,3.58,36.28,,,,,
2958,01/20/22 02:30:00 AM,3.55,36.25,,,,,
2959,01/20/22 03:00:00 AM,3.64,36.25,,,,,
2960,01/20/22 03:30:00 AM,3.59,36.32,,,,,
2961,01/20/22 04:00:00 AM,3.69,36.28,,,,,
2962,01/20/22 04:30:00 AM,3.54,36.28,,,,,
2963,01/20/22 05:00:00 AM,3.66,36.25,,,,,
2964,01/20/22 05:30:00 AM,3.54,36.32,,,,,
2965,01/20/22 06:00:00 AM,3.64,36.25,,,,,
2966,01/20/22 06:30:00 AM,3.66,36.25,,,,,
2967,01/20/22 07:00:00 AM,3.55,36.32,,,,,
2968,01/20/22 07:30:00 AM,3.60,36.28,,,,,
2969,01/20/22 08:00:00 AM,3.48,36.28,,,,,
2970,01/20/22 08:30:00 AM,3.43,36.28,,,,,
2971,01/20/22 09:00:00 AM,3.37,36.28,,,,,
2972,01/20/22 09:30:00 AM,3.57,36.25,,,,,
2973,01/20/22 10:00:00 AM,3.60,36.28,,,,,
2974,01/20/22 10:30:00 AM,3.54,36.28,,,,,
2975,01/20/22 11:00:00 AM,3.53,36.25,,,,,
2976,01/20/22 11:30:00 AM,3.50,36.25,,,,,
2977,01/20/22 12:00:00 PM,3.48,36.25,,,,,
2978,01/20/22 12:30:00 PM,3.55,36.25,,,,,
2979,01/20/22 01:00:00 PM,3.45,36.25,,,,,
2980,01/20/22 01:30:00 PM,3.63,36.21,,,,,
2981,01/20/22 02:00:00 PM,3.76,36.18,,,,,
2982,01/20/22 02:30:00 PM,3.72,36.18,,,,,
2983,01/20/22 03:00:00 PM,3.68,36.18,,,,,
2984,01/20/22 03:30:00 PM,3.77,36.18,,,,,
2985,01/20/22 04:00:00 PM,3.77,36.18,,,,,
2986,01/20/22 04:30:00 PM,3.75,36.18,,,,,
2987,01/20/22 05:00:00 PM,3.73,36.18,,,,,
2988,01/20/22 05:30:00 PM,3.64,36.18,,,,,
2989,01/20/22 06:00:00 PM,3.73,36.18,,,,,
2990,01/20/22 06:30:00 PM,3.76,36.18,,,,,
2991,01/20/22 07:00:00 PM,3.75,36.18,,,,,
2992,01/20/22 07:30:00 PM,3.81,36.14,,,,,
2993,01/20/22 08:00:00 PM,3.76,36.14,,,,,
2994,01/20/22 08:30:00 PM,3.78,36.14,,,,,
2995,01/20/22 09:00:00 PM,3.67,36.18,,,,,
2996,01/20/22 09:30:00 PM,3.78,36.14,,,,,
2997,01/20/22 10:00:00 PM,3.78,36.14,,,,,
2998,01/20/22 10:30:00 PM,3.79,36.14,,,,,
2999,01/20/22 11:00:00 PM,3.77,36.14,,,,,
3000,01/20/22 11:30:00 PM,3.71,36.14,,,,,
3001,01/21/22 12:00:00 AM,3.68,36.14,,,,,
3002,01/21/22 12:30:00 AM,3.71,36.14,,,,,
3003,01/21/22 01:00:00 AM,3.68,36.14,,,,,
3004,01/21/22 01:30:00 AM,3.62,36.14,,,,,
3005,01/21/22 02:00:00 AM,3.51,36.14,,,,,
3006,01/21/22 02:30:00 AM,3.51,36.14,,,,,
3007,01/21/22 03:00:00 AM,3.45,36.14,,,,,
3008,01/21/22 03:30:00 AM,3.50,36.14,,,,,
3009,01/21/22 04:00:00 AM,3.45,36.10,,,,,
3010,01/21/22 04:30:00 AM,3.45,36.14,,,,,
3011,01/21/22 05:00:00 AM,3.39,36.18,,,,,
3012,01/21/22 05:30:00 AM,3.34,36.18,,,,,
3013,01/21/22 06:00:00 AM,3.34,36.14,,,,,
3014,01/21/22 06:30:00 AM,3.32,36.14,,,,,
3015,01/21/22 07:00:00 AM,3.22,36.14,,,,,
3016,01/21/22 07:30:00 AM,3.37,36.14,,,,,
3017,01/21/22 08:00:00 AM,3.37,36.18,,,,,
3018,01/21/22 08:30:00 AM,3.43,36.14,,,,,
3019,01/21/22 09:00:00 AM,3.41,36.14,,,,,
3020,01/21/22 09:30:00 AM,3.43,36.14,,,,,
3021,01/21/22 10:00:00 AM,3.40,36.14,,,,,
3022,01/21/22 10:30:00 AM,3.49,36.18,,,,,
3023,01/21/22 11:00:00 AM,3.44,36.18,,,,,
3024,01/21/22 11:30:00 AM,3.39,36.18,,,,,
3025,01/21/22 12:00:00 PM,3.51,36.18,,,,,
3026,01/21/22 12:30:00 PM,3.60,36.14,,,,,
3027,01/21/22 01:00:00 PM,3.54,36.14,,,,,
3028,01/21/22 01:30:00 PM,3.59,36.14,,,,,
3029,01/21/22 02:00:00 PM,3.66,36.14,,,,,
3030,01/21/22 02:30:00 PM,3.64,36.14,,,,,
3031,01/21/22 03:00:00 PM,3.76,36.10,,,,,
3032,01/21/22 03:30:00 PM,3.68,36.14,,,,,
3033,01/21/22 04:00:00 PM,3.73,36.10,,,,,
3034,01/21/22 04:30:00 PM,3.72,36.10,,,,,
3035,01/21/22 05:00:00 PM,3.77,36.10,,,,,
3036,01/21/22 05:30:00 PM,3.85,36.10,,,,,
3037,01/21/22 06:00:00 PM,3.72,36.10,,,,,
3038,01/21/22 06:30:00 PM,3.81,36.10,,,,,
3039,01/21/22 07:00:00 PM,3.68,36.10,,,,,
3040,01/21/22 07:30:00 PM,3.80,36.10,,,,,
3041,01/21/22 08:00:00 PM,3.80,36.10,,,,,
3042,01/21/22 08:30:00 PM,3.66,36.10,,,,,
3043,01/21/22 09:00:00 PM,3.52,36.14,,,,,
3044,01/21/22 09:30:00 PM,3.57,36.10,,,,,
3045,01/21/22 10:00:00 PM,3.43,36.10,,,,,
3046,01/21/22 10:30:00 PM,3.32,36.18,,,,,
3047,01/21/22 11:00:00 PM,3.28,36.18,,,,,
3048,01/21/22 11:30:00 PM,3.36,36.18,,,,,
3049,01/22/22 12:00:00 AM,3.58,36.10,,,,,
3050,01/22/22 12:30:00 AM,3.19,36.21,,,,,
3051,01/22/22 01:00:00 AM,3.22,36.18,,,,,
3052,01/22/22 01:30:00 AM,3.51,36.10,,,,,
3053,01/22/22 02:00:00 AM,3.50,36.10,,,,,
3054,01/22/22 02:30:00 AM,3.31,36.18,,,,,
3055,01/22/22 03:00:00 AM,3.40,36.14,,,,,
3056,01/22/22 03:30:00 AM,3.32,36.18,,,,,
3057,01/22/22 04:00:00 AM,3.24,36.18,,,,,
3058,01/22/22 04:30:00 AM,3.27,36.18,,,,,
3059,01/22/22 05:00:00 AM,3.39,36.14,,,,,
3060,01/22/22 05:30:00 AM,3.41,36.18,,,,,
3061,01/22/22 06:00:00 AM,3.34,36.14,,,,,
3062,01/22/22 06:30:00 AM,3.28,36.18,,,,,
3063,01/22/22 07:00:00 AM,3.35,36.14,,,,,
3064,01/22/22 07:30:00 AM,3.31,36.14,,,,,
3065,01/22/22 08:00:00 AM,3.31,36.18,,,,,
3066,01/22/22 08:30:00 AM,3.32,36.18,,,,,
3067,01/22/22 09:00:00 AM,3.25,36.21,,,,,
3068,01/22/22 09:30:00 AM,3.32,36.18,,,,,
3069,01/22/22 10:00:00 AM,3.31,36.21,,,,,
3070,01/22/22 10:30:00 AM,3.39,36.18,,,,,
3071,01/22/22 11:00:00 AM,3.32,36.21,,,,,
3072,01/22/22 11:30:00 AM,3.35,36.21,,,,,
3073,01/22/22 12:00:00 PM,3.27,36.21,,,,,
3074,01/22/22 12:30:00 PM,3.33,36.21,,,,,
3075,01/22/22 01:00:00 PM,3.40,36.18,,,,,
3076,01/22/22 01:30:00 PM,3.46,36.18,,,,,
3077,01/22/22 02:00:00 PM,3.43,36.18,,,,,
3078,01/22/22 02:30:00 PM,3.41,36.18,,,,,
3079,01/22/22 03:00:00 PM,3.50,36.18,,,,,
3080,01/22/22 03:30:00 PM,3.58,36.18,,,,,
3081,01/22/22 04:00:00 PM,3.69,36.14,,,,,
3082,01/22/22 04:30:00 PM,3.61,36.14,,,,,
3083,01/22/22 05:00:00 PM,3.51,36.14,,,,,
3084,01/22/22 05:30:00 PM,3.50,36.14,,,,,
3085,01/22/22 06:00:00 PM,3.42,36.14,,,,,
3086,01/22/22 06:30:00 PM,3.55,36.14,,,,,
3087,01/22/22 07:00:00 PM,3.27,36.18,,,,,
3088,01/22/22 07:30:00 PM,3.21,36.18,,,,,
3089,01/22/22 08:00:00 PM,3.42,36.18,,,,,
3090,01/22/22 08:30:00 PM,3.33,36.18,,,,,
3091,01/22/22 09:00:00 PM,3.51,36.21,,,,,
3092,01/22/22 09:30:00 PM,3.32,36.18,,,,,
3093,01/22/22 10:00:00 PM,3.36,36.18,,,,,
3094,01/22/22 10:30:00 PM,3.54,36.18,,,,,
3095,01/22/22 11:00:00 PM,3.44,36.18,,,,,
3096,01/22/22 11:30:00 PM,3.42,36.18,,,,,
3097,01/23/22 12:00:00 AM,3.62,36.18,,,,,
3098,01/23/22 12:30:00 AM,3.68,36.18,,,,,
3099,01/23/22 01:00:00 AM,3.44,36.25,,,,,
3100,01/23/22 01:30:00 AM,3.48,36.25,,,,,
3101,01/23/22 02:00:00 AM,3.35,36.21,,,,,
3102,01/23/22 02:30:00 AM,3.35,36.21,,,,,
3103,01/23/22 03:00:00 AM,3.55,36.18,,,,,
3104,01/23/22 03:30:00 AM,3.54,36.21,,,,,
3105,01/23/22 04:00:00 AM,3.42,36.25,,,,,
3106,01/23/22 04:30:00 AM,3.39,36.28,,,,,
3107,01/23/22 05:00:00 AM,3.32,36.28,,,,,
3108,01/23/22 05:30:00 AM,3.31,36.25,,,,,
3109,01/23/22 06:00:00 AM,3.21,36.28,,,,,
3110,01/23/22 06:30:00 AM,3.22,36.28,,,,,
3111,01/23/22 07:00:00 AM,3.21,36.28,,,,,
3112,01/23/22 07:30:00 AM,3.42,36.28,,,,,
3113,01/23/22 08:00:00 AM,3.22,36.32,,,,,
3114,01/23/22 08:30:00 AM,3.36,36.28,,,,,
3115,01/23/22 09:00:00 AM,3.40,36.28,,,,,
3116,01/23/22 09:30:00 AM,3.42,36.28,,,,,
3117,01/23/22 10:00:00 AM,3.35,36.25,,,,,
3118,01/23/22 10:30:00 AM,3.36,36.25,,,,,
3119,01/23/22 11:00:00 AM,3.51,36.25,,,,,
3120,01/23/22 11:30:00 AM,3.57,36.25,,,,,
3121,01/23/22 12:00:00 PM,3.46,36.25,,,,,
3122,01/23/22 12:30:00 PM,3.53,36.25,,,,,
3123,01/23/22 01:00:00 PM,3.44,36.25,,,,,
3124,01/23/22 01:30:00 PM,3.52,36.25,,,,,
3125,01/23/22 02:00:00 PM,3.45,36.25,,,,,
3126,01/23/22 02:30:00 PM,3.57,36.25,,,,,
3127,01/23/22 03:00:00 PM,3.54,36.25,,,,,
3128,01/23/22 03:30:00 PM,3.43,36.25,,,,,
3129,01/23/22 04:00:00 PM,3.53,36.21,,,,,
3130,01/23/22 04:30:00 PM,3.54,36.21,,,,,
3131,01/23/22 05:00:00 PM,3.57,36.25,,,,,
3132,01/23/22 05:30:00 PM,3.51,36.25,,,,,
3133,01/23/22 06:00:00 PM,3.42,36.25,,,,,
3134,01/23/22 06:30:00 PM,3.45,36.21,,,,,
