"Plot Title: 11009653"
"#","Date Time, GMT-06:00","DO conc, mg/L (LGR S/N: 11009653, SEN S/N: 11009653, LBL: DO)","Temp, °F (LGR S/N: 11009653, SEN S/N: 11009653, LBL: Temp)","Coupler Detached (LGR S/N: 11009653)","Coupler Attached (LGR S/N: 11009653)","Host Connected (LGR S/N: 11009653)","Stopped (LGR S/N: 11009653)","End Of File (LGR S/N: 11009653)"
2894,01/18/22 06:30:00 PM,8.59,34.84,,,,,
2895,01/18/22 07:00:00 PM,8.55,34.84,,,,,
2896,01/18/22 07:30:00 PM,8.56,34.84,,,,,
2897,01/18/22 08:00:00 PM,8.63,34.84,,,,,
2898,01/18/22 08:30:00 PM,8.64,34.81,,,,,
2899,01/18/22 09:00:00 PM,8.62,34.81,,,,,
2900,01/18/22 09:30:00 PM,8.60,34.84,,,,,
2901,01/18/22 10:00:00 PM,8.67,34.84,,,,,
2902,01/18/22 10:30:00 PM,8.58,34.84,,,,,
2903,01/18/22 11:00:00 PM,8.56,34.84,,,,,
2904,01/18/22 11:30:00 PM,8.49,34.81,,,,,
2905,01/19/22 12:00:00 AM,8.47,34.84,,,,,
2906,01/19/22 12:30:00 AM,8.44,34.84,,,,,
2907,01/19/22 01:00:00 AM,8.45,34.81,,,,,
2908,01/19/22 01:30:00 AM,8.46,34.81,,,,,
2909,01/19/22 02:00:00 AM,8.49,34.77,,,,,
2910,01/19/22 02:30:00 AM,8.51,34.77,,,,,
2911,01/19/22 03:00:00 AM,8.53,34.77,,,,,
2912,01/19/22 03:30:00 AM,8.57,34.77,,,,,
2913,01/19/22 04:00:00 AM,8.64,34.74,,,,,
2914,01/19/22 04:30:00 AM,8.66,34.74,,,,,
2915,01/19/22 05:00:00 AM,8.65,34.70,,,,,
2916,01/19/22 05:30:00 AM,8.67,34.70,,,,,
2917,01/19/22 06:00:00 AM,8.71,34.70,,,,,
2918,01/19/22 06:30:00 AM,8.72,34.70,,,,,
2919,01/19/22 07:00:00 AM,8.73,34.66,,,,,
2920,01/19/22 07:30:00 AM,8.72,34.70,,,,,
2921,01/19/22 08:00:00 AM,8.73,34.66,,,,,
2922,01/19/22 08:30:00 AM,8.75,34.63,,,,,
2923,01/19/22 09:00:00 AM,8.76,34.63,,,,,
2924,01/19/22 09:30:00 AM,8.78,34.63,,,,,
2925,01/19/22 10:00:00 AM,8.78,34.63,,,,,
2926,01/19/22 10:30:00 AM,8.85,34.59,,,,,
2927,01/19/22 11:00:00 AM,8.86,34.56,,,,,
2928,01/19/22 11:30:00 AM,8.91,34.56,,,,,
2929,01/19/22 12:00:00 PM,8.92,34.52,,,,,
2930,01/19/22 12:30:00 PM,8.94,34.52,,,,,
2931,01/19/22 01:00:00 PM,8.95,34.52,,,,,
2932,01/19/22 01:30:00 PM,8.93,34.52,,,,,
2933,01/19/22 02:00:00 PM,8.93,34.48,,,,,
2934,01/19/22 02:30:00 PM,8.92,34.48,,,,,
2935,01/19/22 03:00:00 PM,8.92,34.48,,,,,
2936,01/19/22 03:30:00 PM,8.92,34.48,,,,,
2937,01/19/22 04:00:00 PM,8.93,34.48,,,,,
2938,01/19/22 04:30:00 PM,8.97,34.52,,,,,
2939,01/19/22 05:00:00 PM,8.97,34.52,,,,,
2940,01/19/22 05:30:00 PM,8.96,34.52,,,,,
2941,01/19/22 06:00:00 PM,8.94,34.52,,,,,
2942,01/19/22 06:30:00 PM,8.94,34.52,,,,,
2943,01/19/22 07:00:00 PM,8.93,34.52,,,,,
2944,01/19/22 07:30:00 PM,8.93,34.52,,,,,
2945,01/19/22 08:00:00 PM,8.93,34.52,,,,,
2946,01/19/22 08:30:00 PM,8.92,34.52,,,,,
2947,01/19/22 09:00:00 PM,8.91,34.52,,,,,
2948,01/19/22 09:30:00 PM,8.90,34.48,,,,,
2949,01/19/22 10:00:00 PM,8.95,34.48,,,,,
2950,01/19/22 10:30:00 PM,9.01,34.52,,,,,
2951,01/19/22 11:00:00 PM,9.02,34.52,,,,,
2952,01/19/22 11:30:00 PM,9.01,34.52,,,,,
2953,01/20/22 12:00:00 AM,9.01,34.48,,,,,
2954,01/20/22 12:30:00 AM,9.01,34.52,,,,,
2955,01/20/22 01:00:00 AM,8.99,34.48,,,,,
2956,01/20/22 01:30:00 AM,8.97,34.52,,,,,
2957,01/20/22 02:00:00 AM,9.00,34.45,,,,,
2958,01/20/22 02:30:00 AM,8.97,34.52,,,,,
2959,01/20/22 03:00:00 AM,8.96,34.52,,,,,
2960,01/20/22 03:30:00 AM,8.99,34.48,,,,,
2961,01/20/22 04:00:00 AM,8.93,34.52,,,,,
2962,01/20/22 04:30:00 AM,8.88,34.52,,,,,
2963,01/20/22 05:00:00 AM,8.85,34.52,,,,,
2964,01/20/22 05:30:00 AM,8.87,34.52,,,,,
2965,01/20/22 06:00:00 AM,8.88,34.52,,,,,
2966,01/20/22 06:30:00 AM,8.92,34.52,,,,,
2967,01/20/22 07:00:00 AM,8.90,34.56,,,,,
2968,01/20/22 07:30:00 AM,8.88,34.52,,,,,
2969,01/20/22 08:00:00 AM,8.88,34.56,,,,,
2970,01/20/22 08:30:00 AM,8.87,34.56,,,,,
2971,01/20/22 09:00:00 AM,8.87,34.56,,,,,
2972,01/20/22 09:30:00 AM,8.94,34.59,,,,,
2973,01/20/22 10:00:00 AM,8.96,34.52,,,,,
2974,01/20/22 10:30:00 AM,8.96,34.52,,,,,
2975,01/20/22 11:00:00 AM,8.95,34.56,,,,,
2976,01/20/22 11:30:00 AM,8.94,34.56,,,,,
2977,01/20/22 12:00:00 PM,8.94,34.59,,,,,
2978,01/20/22 12:30:00 PM,8.94,34.59,,,,,
2979,01/20/22 01:00:00 PM,8.94,34.59,,,,,
2980,01/20/22 01:30:00 PM,8.94,34.59,,,,,
2981,01/20/22 02:00:00 PM,8.95,34.56,,,,,
2982,01/20/22 02:30:00 PM,8.94,34.56,,,,,
2983,01/20/22 03:00:00 PM,8.93,34.59,,,,,
2984,01/20/22 03:30:00 PM,8.91,34.56,,,,,
2985,01/20/22 04:00:00 PM,8.92,34.52,,,,,
2986,01/20/22 04:30:00 PM,8.94,34.52,,,,,
2987,01/20/22 05:00:00 PM,8.93,34.56,,,,,
2988,01/20/22 05:30:00 PM,8.92,34.59,,,,,
2989,01/20/22 06:00:00 PM,8.87,34.59,,,,,
2990,01/20/22 06:30:00 PM,8.87,34.59,,,,,
2991,01/20/22 07:00:00 PM,8.86,34.59,,,,,
2992,01/20/22 07:30:00 PM,8.85,34.63,,,,,
2993,01/20/22 08:00:00 PM,8.80,34.63,,,,,
2994,01/20/22 08:30:00 PM,8.77,34.63,,,,,
2995,01/20/22 09:00:00 PM,8.76,34.63,,,,,
2996,01/20/22 09:30:00 PM,8.68,34.59,,,,,
2997,01/20/22 10:00:00 PM,8.69,34.59,,,,,
2998,01/20/22 10:30:00 PM,8.69,34.59,,,,,
2999,01/20/22 11:00:00 PM,8.68,34.59,,,,,
3000,01/20/22 11:30:00 PM,8.67,34.59,,,,,
3001,01/21/22 12:00:00 AM,8.67,34.59,,,,,
3002,01/21/22 12:30:00 AM,8.77,34.63,,,,,
3003,01/21/22 01:00:00 AM,8.78,34.63,,,,,
3004,01/21/22 01:30:00 AM,8.75,34.63,,,,,
3005,01/21/22 02:00:00 AM,8.72,34.63,,,,,
3006,01/21/22 02:30:00 AM,8.69,34.63,,,,,
3007,01/21/22 03:00:00 AM,8.65,34.63,,,,,
3008,01/21/22 03:30:00 AM,8.62,34.63,,,,,
3009,01/21/22 04:00:00 AM,8.60,34.63,,,,,
3010,01/21/22 04:30:00 AM,8.59,34.66,,,,,
3011,01/21/22 05:00:00 AM,8.54,34.66,,,,,
3012,01/21/22 05:30:00 AM,8.53,34.66,,,,,
3013,01/21/22 06:00:00 AM,8.57,34.63,,,,,
3014,01/21/22 06:30:00 AM,8.56,34.66,,,,,
3015,01/21/22 07:00:00 AM,8.53,34.70,,,,,
3016,01/21/22 07:30:00 AM,8.48,34.70,,,,,
3017,01/21/22 08:00:00 AM,8.47,34.70,,,,,
3018,01/21/22 08:30:00 AM,8.48,34.66,,,,,
3019,01/21/22 09:00:00 AM,8.46,34.63,,,,,
3020,01/21/22 09:30:00 AM,8.44,34.63,,,,,
3021,01/21/22 10:00:00 AM,8.40,34.63,,,,,
3022,01/21/22 10:30:00 AM,8.53,34.63,,,,,
3023,01/21/22 11:00:00 AM,8.56,34.56,,,,,
3024,01/21/22 11:30:00 AM,8.56,34.59,,,,,
3025,01/21/22 12:00:00 PM,8.54,34.59,,,,,
3026,01/21/22 12:30:00 PM,8.53,34.63,,,,,
3027,01/21/22 01:00:00 PM,8.56,34.63,,,,,
3028,01/21/22 01:30:00 PM,8.54,34.63,,,,,
3029,01/21/22 02:00:00 PM,8.50,34.59,,,,,
3030,01/21/22 02:30:00 PM,8.49,34.59,,,,,
3031,01/21/22 03:00:00 PM,8.49,34.59,,,,,
3032,01/21/22 03:30:00 PM,8.51,34.63,,,,,
3033,01/21/22 04:00:00 PM,8.53,34.63,,,,,
3034,01/21/22 04:30:00 PM,8.47,34.63,,,,,
3035,01/21/22 05:00:00 PM,8.47,34.63,,,,,
3036,01/21/22 05:30:00 PM,8.47,34.63,,,,,
3037,01/21/22 06:00:00 PM,8.45,34.59,,,,,
3038,01/21/22 06:30:00 PM,8.42,34.63,,,,,
3039,01/21/22 07:00:00 PM,8.41,34.66,,,,,
3040,01/21/22 07:30:00 PM,8.40,34.63,,,,,
3041,01/21/22 08:00:00 PM,8.41,34.66,,,,,
3042,01/21/22 08:30:00 PM,8.41,34.63,,,,,
3043,01/21/22 09:00:00 PM,8.37,34.63,,,,,
3044,01/21/22 09:30:00 PM,8.36,34.66,,,,,
3045,01/21/22 10:00:00 PM,8.35,34.66,,,,,
3046,01/21/22 10:30:00 PM,8.34,34.63,,,,,
3047,01/21/22 11:00:00 PM,8.39,34.63,,,,,
3048,01/21/22 11:30:00 PM,8.37,34.66,,,,,
3049,01/22/22 12:00:00 AM,8.37,34.63,,,,,
3050,01/22/22 12:30:00 AM,8.37,34.63,,,,,
3051,01/22/22 01:00:00 AM,8.36,34.66,,,,,
3052,01/22/22 01:30:00 AM,8.35,34.66,,,,,
3053,01/22/22 02:00:00 AM,8.34,34.63,,,,,
3054,01/22/22 02:30:00 AM,8.32,34.63,,,,,
3055,01/22/22 03:00:00 AM,8.36,34.66,,,,,
3056,01/22/22 03:30:00 AM,8.40,34.66,,,,,
3057,01/22/22 04:00:00 AM,8.41,34.66,,,,,
3058,01/22/22 04:30:00 AM,8.39,34.66,,,,,
3059,01/22/22 05:00:00 AM,8.32,34.70,,,,,
3060,01/22/22 05:30:00 AM,8.37,34.70,,,,,
3061,01/22/22 06:00:00 AM,8.37,34.66,,,,,
3062,01/22/22 06:30:00 AM,8.35,34.66,,,,,
3063,01/22/22 07:00:00 AM,8.31,34.66,,,,,
3064,01/22/22 07:30:00 AM,8.27,34.70,,,,,
3065,01/22/22 08:00:00 AM,8.28,34.59,,,,,
3066,01/22/22 08:30:00 AM,8.29,34.59,,,,,
3067,01/22/22 09:00:00 AM,8.29,34.59,,,,,
3068,01/22/22 09:30:00 AM,8.36,34.63,,,,,
3069,01/22/22 10:00:00 AM,8.41,34.56,,,,,
3070,01/22/22 10:30:00 AM,8.42,34.52,,,,,
3071,01/22/22 11:00:00 AM,8.44,34.56,,,,,
3072,01/22/22 11:30:00 AM,8.48,34.56,,,,,
3073,01/22/22 12:00:00 PM,8.55,34.52,,,,,
3074,01/22/22 12:30:00 PM,8.58,34.56,,,,,
3075,01/22/22 01:00:00 PM,8.62,34.52,,,,,
3076,01/22/22 01:30:00 PM,8.60,34.52,,,,,
3077,01/22/22 02:00:00 PM,8.59,34.52,,,,,
3078,01/22/22 02:30:00 PM,8.58,34.48,,,,,
3079,01/22/22 03:00:00 PM,8.72,34.41,,,,,
3080,01/22/22 03:30:00 PM,8.75,34.45,,,,,
3081,01/22/22 04:00:00 PM,8.82,34.45,,,,,
3082,01/22/22 04:30:00 PM,8.85,34.41,,,,,
3083,01/22/22 05:00:00 PM,8.84,34.45,,,,,
3084,01/22/22 05:30:00 PM,8.81,34.48,,,,,
3085,01/22/22 06:00:00 PM,8.77,34.48,,,,,
3086,01/22/22 06:30:00 PM,8.76,34.48,,,,,
3087,01/22/22 07:00:00 PM,8.58,34.48,,,,,
3088,01/22/22 07:30:00 PM,8.56,34.48,,,,,
3089,01/22/22 08:00:00 PM,8.53,34.45,,,,,
3090,01/22/22 08:30:00 PM,8.55,34.48,,,,,
3091,01/22/22 09:00:00 PM,8.53,34.48,,,,,
3092,01/22/22 09:30:00 PM,8.62,34.48,,,,,
3093,01/22/22 10:00:00 PM,8.62,34.52,,,,,
3094,01/22/22 10:30:00 PM,8.60,34.52,,,,,
3095,01/22/22 11:00:00 PM,8.58,34.52,,,,,
3096,01/22/22 11:30:00 PM,8.55,34.52,,,,,
3097,01/23/22 12:00:00 AM,8.50,34.52,,,,,
3098,01/23/22 12:30:00 AM,8.46,34.52,,,,,
3099,01/23/22 01:00:00 AM,8.45,34.52,,,,,
3100,01/23/22 01:30:00 AM,8.44,34.56,,,,,
3101,01/23/22 02:00:00 AM,8.47,34.56,,,,,
3102,01/23/22 02:30:00 AM,8.46,34.56,,,,,
3103,01/23/22 03:00:00 AM,8.47,34.52,,,,,
3104,01/23/22 03:30:00 AM,8.45,34.52,,,,,
3105,01/23/22 04:00:00 AM,8.42,34.56,,,,,
3106,01/23/22 04:30:00 AM,8.42,34.52,,,,,
3107,01/23/22 05:00:00 AM,8.40,34.52,,,,,
3108,01/23/22 05:30:00 AM,8.47,34.56,,,,,
3109,01/23/22 06:00:00 AM,8.51,34.52,,,,,
3110,01/23/22 06:30:00 AM,8.53,34.52,,,,,
3111,01/23/22 07:00:00 AM,8.53,34.52,,,,,
3112,01/23/22 07:30:00 AM,8.50,34.59,,,,,
3113,01/23/22 08:00:00 AM,8.50,34.48,,,,,
3114,01/23/22 08:30:00 AM,8.51,34.56,,,,,
3115,01/23/22 09:00:00 AM,8.48,34.56,,,,,
3116,01/23/22 09:30:00 AM,8.48,34.52,,,,,
3117,01/23/22 10:00:00 AM,8.44,34.52,,,,,
3118,01/23/22 10:30:00 AM,8.40,34.52,,,,,
3119,01/23/22 11:00:00 AM,8.36,34.52,,,,,
3120,01/23/22 11:30:00 AM,8.32,34.52,,,,,
3121,01/23/22 12:00:00 PM,8.31,34.52,,,,,
3122,01/23/22 12:30:00 PM,8.30,34.52,,,,,
3123,01/23/22 01:00:00 PM,8.32,34.52,,,,,
3124,01/23/22 01:30:00 PM,8.32,34.56,,,,,
3125,01/23/22 02:00:00 PM,8.34,34.56,,,,,
3126,01/23/22 02:30:00 PM,8.31,34.56,,,,,
3127,01/23/22 03:00:00 PM,8.28,34.56,,,,,
3128,01/23/22 03:30:00 PM,8.28,34.56,,,,,
3129,01/23/22 04:00:00 PM,8.30,34.52,,,,,
3130,01/23/22 04:30:00 PM,8.28,34.56,,,,,
3131,01/23/22 05:00:00 PM,8.31,34.56,,,,,
3132,01/23/22 05:30:00 PM,8.32,34.56,,,,,
3133,01/23/22 06:00:00 PM,8.30,34.59,,,,,
3134,01/23/22 06:30:00 PM,8.28,34.59,,,,,
3135,01/23/22 07:00:00 PM,8.26,34.63,,,,,
3136,01/23/22 07:30:00 PM,8.26,34.66,,,,,
3137,01/23/22 08:00:00 PM,8.22,34.66,,,,,
3138,01/23/22 08:30:00 PM,8.18,34.70,,,,,
3139,01/23/22 09:00:00 PM,8.17,34.66,,,,,
3140,01/23/22 09:30:00 PM,8.14,34.70,,,,,
3141,01/23/22 10:00:00 PM,8.13,34.70,,,,,
3142,01/23/22 10:30:00 PM,8.12,34.70,,,,,
3143,01/23/22 11:00:00 PM,8.10,34.70,,,,,
3144,01/23/22 11:30:00 PM,8.08,34.70,,,,,
3145,01/24/22 12:00:00 AM,8.05,34.70,,,,,
3146,01/24/22 12:30:00 AM,8.02,34.70,,,,,
3147,01/24/22 01:00:00 AM,7.99,34.74,,,,,
3148,01/24/22 01:30:00 AM,7.97,34.74,,,,,
3149,01/24/22 02:00:00 AM,7.92,34.74,,,,,
3150,01/24/22 02:30:00 AM,7.90,34.77,,,,,
3151,01/24/22 03:00:00 AM,7.88,34.77,,,,,
3152,01/24/22 03:30:00 AM,7.84,34.77,,,,,
3153,01/24/22 04:00:00 AM,7.82,34.77,,,,,
3154,01/24/22 04:30:00 AM,7.81,34.77,,,,,
3155,01/24/22 05:00:00 AM,7.77,34.77,,,,,
3156,01/24/22 05:30:00 AM,7.76,34.77,,,,,
3157,01/24/22 06:00:00 AM,7.73,34.81,,,,,
3158,01/24/22 06:30:00 AM,7.73,34.81,,,,,
3159,01/24/22 07:00:00 AM,7.70,34.81,,,,,
3160,01/24/22 07:30:00 AM,7.68,34.81,,,,,
3161,01/24/22 08:00:00 AM,7.67,34.84,,,,,
3162,01/24/22 08:30:00 AM,7.62,34.84,,,,,
3163,01/24/22 09:00:00 AM,7.61,34.84,,,,,
3164,01/24/22 09:30:00 AM,7.59,34.88,,,,,
3165,01/24/22 10:00:00 AM,7.57,34.84,,,,,
3166,01/24/22 10:30:00 AM,7.55,34.88,,,,,
3167,01/24/22 11:00:00 AM,7.54,34.88,,,,,
3168,01/24/22 11:30:00 AM,7.53,34.88,,,,,
3169,01/24/22 12:00:00 PM,7.49,34.88,,,,,
3170,01/24/22 12:30:00 PM,7.46,34.88,,,,,
3171,01/24/22 01:00:00 PM,7.47,34.88,,,,,
3172,01/24/22 01:30:00 PM,7.47,34.92,,,,,
3173,01/24/22 02:00:00 PM,7.88,34.77,,,,,
3174,01/24/22 02:30:00 PM,7.86,34.84,,,,,
3175,01/24/22 03:00:00 PM,7.80,34.88,,,,,
3176,01/24/22 03:30:00 PM,7.66,34.81,,,,,
3177,01/24/22 04:00:00 PM,7.70,34.81,,,,,
3178,01/24/22 04:30:00 PM,7.71,34.81,,,,,
3179,01/24/22 05:00:00 PM,7.70,34.81,,,,,
3180,01/24/22 05:30:00 PM,7.71,34.81,,,,,
3181,01/24/22 06:00:00 PM,7.70,34.81,,,,,
3182,01/24/22 06:30:00 PM,7.70,34.81,,,,,
3183,01/24/22 07:00:00 PM,7.67,34.81,,,,,
3184,01/24/22 07:30:00 PM,7.61,34.77,,,,,
3185,01/24/22 08:00:00 PM,7.64,34.77,,,,,
3186,01/24/22 08:30:00 PM,7.66,34.81,,,,,
3187,01/24/22 09:00:00 PM,7.62,34.81,,,,,
3188,01/24/22 09:30:00 PM,7.59,34.77,,,,,
3189,01/24/22 10:00:00 PM,7.68,34.77,,,,,
3190,01/24/22 10:30:00 PM,7.77,34.77,,,,,
3191,01/24/22 11:00:00 PM,7.73,34.77,,,,,
3192,01/24/22 11:30:00 PM,7.67,34.74,,,,,
3193,01/25/22 12:00:00 AM,7.76,34.74,,,,,
3194,01/25/22 12:30:00 AM,7.77,34.74,,,,,
3195,01/25/22 01:00:00 AM,7.75,34.74,,,,,
3196,01/25/22 01:30:00 AM,7.79,34.74,,,,,
3197,01/25/22 02:00:00 AM,7.74,34.74,,,,,
3198,01/25/22 02:30:00 AM,7.84,34.70,,,,,
3199,01/25/22 03:00:00 AM,7.73,34.74,,,,,
3200,01/25/22 03:30:00 AM,7.66,34.77,,,,,
3201,01/25/22 04:00:00 AM,7.73,34.74,,,,,
3202,01/25/22 04:30:00 AM,7.71,34.74,,,,,
3203,01/25/22 05:00:00 AM,7.71,34.74,,,,,
3204,01/25/22 05:30:00 AM,7.70,34.74,,,,,
3205,01/25/22 06:00:00 AM,7.67,34.77,,,,,
3206,01/25/22 06:30:00 AM,7.66,34.74,,,,,
3207,01/25/22 07:00:00 AM,7.68,34.77,,,,,
3208,01/25/22 07:30:00 AM,7.67,34.70,,,,,
3209,01/25/22 08:00:00 AM,7.70,34.74,,,,,
3210,01/25/22 08:30:00 AM,7.70,34.74,,,,,
3211,01/25/22 09:00:00 AM,7.70,34.74,,,,,
3212,01/25/22 09:30:00 AM,7.67,34.77,,,,,
3213,01/25/22 10:00:00 AM,7.61,34.77,,,,,
3214,01/25/22 10:30:00 AM,7.57,34.74,,,,,
3215,01/25/22 11:00:00 AM,7.55,34.74,,,,,
3216,01/25/22 11:30:00 AM,7.61,34.74,,,,,
3217,01/25/22 12:00:00 PM,7.65,34.74,,,,,
3218,01/25/22 12:30:00 PM,7.61,34.74,,,,,
3219,01/25/22 01:00:00 PM,7.56,34.74,,,,,
3220,01/25/22 01:30:00 PM,7.55,34.74,,,,,
3221,01/25/22 02:00:00 PM,7.53,34.74,,,,,
3222,01/25/22 02:30:00 PM,7.51,34.74,,,,,
3223,01/25/22 03:00:00 PM,7.51,34.74,,,,,
3224,01/25/22 03:30:00 PM,7.51,34.77,,,,,
3225,01/25/22 04:00:00 PM,7.48,34.77,,,,,
3226,01/25/22 04:30:00 PM,7.51,34.77,,,,,
3227,01/25/22 05:00:00 PM,7.53,34.74,,,,,
3228,01/25/22 05:30:00 PM,7.52,34.74,,,,,
3229,01/25/22 06:00:00 PM,7.48,34.74,,,,,
3230,01/25/22 06:30:00 PM,7.48,34.74,,,,,
3231,01/25/22 07:00:00 PM,7.47,34.74,,,,,
3232,01/25/22 07:30:00 PM,7.46,34.74,,,,,
3233,01/25/22 08:00:00 PM,7.51,34.74,,,,,
3234,01/25/22 08:30:00 PM,7.51,34.77,,,,,
3235,01/25/22 09:00:00 PM,7.46,34.74,,,,,
3236,01/25/22 09:30:00 PM,7.44,34.74,,,,,
3237,01/25/22 10:00:00 PM,7.45,34.74,,,,,
3238,01/25/22 10:30:00 PM,7.47,34.70,,,,,
3239,01/25/22 11:00:00 PM,7.53,34.70,,,,,
3240,01/25/22 11:30:00 PM,7.54,34.74,,,,,
3241,01/26/22 12:00:00 AM,7.61,34.74,,,,,
3242,01/26/22 12:30:00 AM,7.65,34.70,,,,,
3243,01/26/22 01:00:00 AM,7.63,34.74,,,,,
3244,01/26/22 01:30:00 AM,7.62,34.77,,,,,
3245,01/26/22 02:00:00 AM,7.59,34.77,,,,,
3246,01/26/22 02:30:00 AM,7.57,34.74,,,,,
3247,01/26/22 03:00:00 AM,7.52,34.74,,,,,
3248,01/26/22 03:30:00 AM,7.52,34.81,,,,,
3249,01/26/22 04:00:00 AM,7.47,34.77,,,,,
3250,01/26/22 04:30:00 AM,7.46,34.77,,,,,
3251,01/26/22 05:00:00 AM,7.47,34.77,,,,,
3252,01/26/22 05:30:00 AM,7.43,34.77,,,,,
3253,01/26/22 06:00:00 AM,7.43,34.81,,,,,
3254,01/26/22 06:30:00 AM,7.37,34.81,,,,,
3255,01/26/22 07:00:00 AM,7.36,34.84,,,,,
3256,01/26/22 07:30:00 AM,7.33,34.84,,,,,
3257,01/26/22 08:00:00 AM,7.30,34.84,,,,,
3258,01/26/22 08:30:00 AM,7.26,34.84,,,,,
3259,01/26/22 09:00:00 AM,7.27,34.84,,,,,
3260,01/26/22 09:30:00 AM,7.28,34.84,,,,,
3261,01/26/22 10:00:00 AM,7.26,34.84,,,,,
3262,01/26/22 10:30:00 AM,7.24,34.84,,,,,
3263,01/26/22 11:00:00 AM,7.28,34.84,,,,,
3264,01/26/22 11:30:00 AM,7.30,34.84,,,,,
3265,01/26/22 12:00:00 PM,7.29,34.84,,,,,
3266,01/26/22 12:30:00 PM,7.30,34.84,,,,,
3267,01/26/22 01:00:00 PM,7.28,34.84,,,,,
3268,01/26/22 01:30:00 PM,7.35,34.84,,,,,
3269,01/26/22 02:00:00 PM,7.37,34.84,,,,,
3270,01/26/22 02:30:00 PM,7.31,34.84,,,,,
3271,01/26/22 03:00:00 PM,7.33,34.84,,,,,
3272,01/26/22 03:30:00 PM,7.38,34.81,,,,,
3273,01/26/22 04:00:00 PM,7.43,34.77,,,,,
3274,01/26/22 04:30:00 PM,7.54,34.74,,,,,
3275,01/26/22 05:00:00 PM,7.55,34.74,,,,,
3276,01/26/22 05:30:00 PM,7.57,34.77,,,,,
3277,01/26/22 06:00:00 PM,7.59,34.77,,,,,
3278,01/26/22 06:30:00 PM,7.56,34.77,,,,,
3279,01/26/22 07:00:00 PM,7.54,34.81,,,,,
3280,01/26/22 07:30:00 PM,7.51,34.77,,,,,
3281,01/26/22 08:00:00 PM,7.52,34.81,,,,,
3282,01/26/22 08:30:00 PM,7.51,34.81,,,,,
3283,01/26/22 09:00:00 PM,7.47,34.81,,,,,
3284,01/26/22 09:30:00 PM,7.43,34.81,,,,,
3285,01/26/22 10:00:00 PM,7.40,34.77,,,,,
3286,01/26/22 10:30:00 PM,7.42,34.77,,,,,
3287,01/26/22 11:00:00 PM,7.40,34.77,,,,,
3288,01/26/22 11:30:00 PM,7.42,34.81,,,,,
3289,01/27/22 12:00:00 AM,7.40,34.81,,,,,
3290,01/27/22 12:30:00 AM,7.39,34.77,,,,,
3291,01/27/22 01:00:00 AM,7.43,34.77,,,,,
3292,01/27/22 01:30:00 AM,7.43,34.77,,,,,
3293,01/27/22 02:00:00 AM,7.45,34.77,,,,,
3294,01/27/22 02:30:00 AM,7.45,34.77,,,,,
3295,01/27/22 03:00:00 AM,7.49,34.74,,,,,
3296,01/27/22 03:30:00 AM,7.49,34.74,,,,,
3297,01/27/22 04:00:00 AM,7.47,34.74,,,,,
3298,01/27/22 04:30:00 AM,7.47,34.77,,,,,
3299,01/27/22 05:00:00 AM,7.48,34.74,,,,,
3300,01/27/22 05:30:00 AM,7.47,34.74,,,,,
3301,01/27/22 06:00:00 AM,7.44,34.74,,,,,
3302,01/27/22 06:30:00 AM,7.46,34.70,,,,,
3303,01/27/22 07:00:00 AM,7.47,34.74,,,,,
3304,01/27/22 07:30:00 AM,7.45,34.74,,,,,
3305,01/27/22 08:00:00 AM,7.45,34.70,,,,,
3306,01/27/22 08:30:00 AM,7.49,34.70,,,,,
3307,01/27/22 09:00:00 AM,7.47,34.66,,,,,
3308,01/27/22 09:30:00 AM,7.54,34.70,,,,,
3309,01/27/22 10:00:00 AM,7.56,34.66,,,,,
3310,01/27/22 10:30:00 AM,7.59,34.66,,,,,
3311,01/27/22 11:00:00 AM,7.59,34.66,,,,,
3312,01/27/22 11:30:00 AM,7.61,34.63,,,,,
3313,01/27/22 12:00:00 PM,7.61,34.66,,,,,
3314,01/27/22 12:30:00 PM,7.59,34.66,,,,,
3315,01/27/22 01:00:00 PM,7.58,34.63,,,,,
3316,01/27/22 01:30:00 PM,7.59,34.63,,,,,
3317,01/27/22 02:00:00 PM,7.59,34.63,,,,,
3318,01/27/22 02:30:00 PM,7.63,34.59,,,,,
3319,01/27/22 03:00:00 PM,7.70,34.56,,,,,
3320,01/27/22 03:30:00 PM,7.71,34.56,,,,,
3321,01/27/22 04:00:00 PM,7.67,34.63,,,,,
3322,01/27/22 04:30:00 PM,7.63,34.63,,,,,
3323,01/27/22 05:00:00 PM,7.58,34.56,,,,,
3324,01/27/22 05:30:00 PM,7.66,34.56,,,,,
3325,01/27/22 06:00:00 PM,7.68,34.52,,,,,
3326,01/27/22 06:30:00 PM,7.72,34.52,,,,,
3327,01/27/22 07:00:00 PM,7.68,34.52,,,,,
3328,01/27/22 07:30:00 PM,7.63,34.52,,,,,
3329,01/27/22 08:00:00 PM,7.63,34.52,,,,,
3330,01/27/22 08:30:00 PM,7.65,34.48,,,,,
3331,01/27/22 09:00:00 PM,7.68,34.48,,,,,
3332,01/27/22 09:30:00 PM,7.71,34.52,,,,,
3333,01/27/22 10:00:00 PM,7.75,34.48,,,,,
3334,01/27/22 10:30:00 PM,7.74,34.48,,,,,
3335,01/27/22 11:00:00 PM,7.74,34.48,,,,,
3336,01/27/22 11:30:00 PM,7.72,34.52,,,,,
3337,01/28/22 12:00:00 AM,7.72,34.45,,,,,
